Avg EMG - Pod01,Avg EMG - Pod02,Avg EMG - Pod03,Avg EMG - Pod04,Avg EMG - Pod05,Avg EMG - Pod06,Avg EMG - Pod07,Avg EMG - Pod08,Start Timestamp
0,0,0,0,0,0,0,1,2,2020-10-21 18:07:12.268
0,0,0,0,0,0,0,1,4,2020-10-21 18:07:12.284
0,0,0,0,0,0,0,1,8,2020-10-21 18:07:12.301
1,4,0,6,0,2,0,0,0,0,2,2,2,2020-10-21 18:07:12.318
2,4,0,8,0,2,0,2,0,4,0,8,0,2,2,6,2020-10-21 18:07:12.335
2,6,0,8,0,6,0,2,0,4,0,8,0,4,2,6,2020-10-21 18:07:12.352
2,8,0,8,1,0,2,0,4,0,8,0,6,3,2020-10-21 18:07:12.368
4,4,1,2,1,4,0,2,0,6,1,0,6,2,6,2020-10-21 18:07:12.384
3,2,0,6,1,4,0,4,0,8,1,2,0,4,2,6,2020-10-21 18:07:12.402
2,4,0,6,1,4,0,2,0,8,0,4,1,2,2,6,2020-10-21 18:07:12.419
2,4,0,8,1,0,2,1,2,0,4,1,8,2,8,2020-10-21 18:07:12.435
2,4,1,0,6,0,2,1,6,0,4,2,4,2,2,2020-10-21 18:07:12.452
1,2,1,8,0,6,0,2,1,6,0,2,2,6,2,4,2020-10-21 18:07:12.469
4,2,6,0,4,0,4,1,8,0,2,3,2,2020-10-21 18:07:12.485
4,6,2,4,0,8,0,8,2,0,2,2,4,1,6,2020-10-21 18:07:12.502
5,2,2,1,1,1,8,0,4,2,1,2,2020-10-21 18:07:12.519
5,6,2,6,1,2,1,4,1,4,0,6,1,4,2,2,2020-10-21 18:07:12.536
6,2,2,1,2,1,8,1,8,1,1,4,2,4,2020-10-21 18:07:12.552
5,2,1,4,1,6,1,4,1,6,1,1,2,2,8,2020-10-21 18:07:12.569
5,6,1,6,1,4,1,6,1,1,2,1,3,2020-10-21 18:07:12.585
5,2,1,4,1,6,1,1,0,8,3,4,2020-10-21 18:07:12.603
4,4,1,6,1,6,1,2,1,1,0,6,2,6,2020-10-21 18:07:12.619
3,8,1,2,1,4,1,0,8,0,8,0,4,2,2,2020-10-21 18:07:12.636
3,1,1,4,1,6,0,8,0,8,0,6,2,6,2020-10-21 18:07:12.653
3,1,6,1,2,1,2,1,0,8,0,8,2,8,2020-10-21 18:07:12.669
3,8,1,6,1,2,1,2,0,8,1,1,2,4,2020-10-21 18:07:12.685
4,1,8,1,1,4,1,0,8,1,2,4,2020-10-21 18:07:12.702
4,4,1,6,1,1,2,0,8,0,8,1,8,2,4,2020-10-21 18:07:12.719
4,8,1,8,0,8,0,8,0,8,1,1,4,1,8,2020-10-21 18:07:12.735
4,2,1,2,1,1,0,6,1,1,4,1,4,2020-10-21 18:07:12.753
3,8,1,2,0,8,1,1,2,1,4,1,6,1,8,2020-10-21 18:07:12.769
4,6,1,0,6,1,1,1,4,1,8,1,6,2020-10-21 18:07:12.785
5,2,1,2,0,6,1,2,0,8,1,2,1,2,2020-10-21 18:07:12.803
3,8,1,0,6,1,0,6,1,2,1,2,2020-10-21 18:07:12.819
4,1,2,0,4,0,6,0,8,1,1,2,2020-10-21 18:07:12.836
5,2,1,6,0,6,0,8,1,0,8,0,8,1,6,2020-10-21 18:07:12.853
5,8,2,8,1,0,6,1,1,2,0,8,1,4,2020-10-21 18:07:12.869
4,6,2,8,0,8,0,4,1,6,1,2,1,4,1,2020-10-21 18:07:12.885
6,4,2,8,0,6,1,2,1,2,1,6,1,4,2020-10-21 18:07:12.902
5,8,2,4,1,1,2,2,2,2,2,2020-10-21 18:07:12.919
5,6,2,6,1,4,0,8,1,4,2,1,8,2,2,2020-10-21 18:07:12.935
4,4,1,6,1,4,1,1,6,2,2,1,6,2,2,2020-10-21 18:07:12.952
4,4,1,6,2,1,6,1,2,2,1,2,2020-10-21 18:07:12.969
3,4,2,2,2,1,0,6,1,8,0,8,2,2020-10-21 18:07:12.985
3,8,2,2,1,0,4,1,0,2,1,6,2020-10-21 18:07:13.003
3,2,1,4,1,8,1,0,6,1,0,6,1,6,2020-10-21 18:07:13.019
4,8,1,6,1,6,1,0,6,0,4,1,1,8,2020-10-21 18:07:13.036
6,2,2,1,2,0,6,0,8,1,1,4,2,2020-10-21 18:07:13.053
5,2,2,1,2,1,1,1,1,6,1,4,2020-10-21 18:07:13.070
4,6,2,2,1,2,1,1,4,1,4,1,8,2,2020-10-21 18:07:13.086
4,8,2,2,1,0,8,1,1,2,1,6,1,8,2020-10-21 18:07:13.103
4,6,2,1,0,8,1,2,1,8,1,2,1,8,2020-10-21 18:07:13.119
4,8,1,8,1,0,8,1,4,1,4,1,4,1,8,2020-10-21 18:07:13.135
4,6,1,6,1,2,0,4,1,2,1,6,1,2,2,2,2020-10-21 18:07:13.152
4,8,1,6,1,0,6,1,1,4,1,1,4,2020-10-21 18:07:13.169
5,6,1,4,1,2,0,8,1,1,6,0,8,1,4,2020-10-21 18:07:13.185
5,1,8,1,0,8,0,8,1,2,1,2,3,2020-10-21 18:07:13.202
3,6,1,4,1,0,6,0,4,1,0,8,2,8,2020-10-21 18:07:13.219
4,2,1,6,0,8,1,0,8,0,8,0,8,2,2,2020-10-21 18:07:13.236
4,2,2,2,1,0,8,0,8,1,0,8,2,8,2020-10-21 18:07:13.253
3,2,2,2,0,6,1,1,0,8,1,3,2020-10-21 18:07:13.269
2,2,1,6,1,0,8,0,8,1,0,8,1,6,2020-10-21 18:07:13.286
3,2,1,1,1,1,2,0,6,1,8,2020-10-21 18:07:13.303
4,2,4,1,2,0,6,1,4,2,1,6,2,2020-10-21 18:07:13.320
4,2,2,1,0,6,1,2,2,1,4,1,6,2020-10-21 18:07:13.336
4,8,3,2,1,0,4,1,6,2,1,4,1,6,2020-10-21 18:07:13.353
5,6,4,0,8,0,6,2,2,1,8,1,2,1,2,2020-10-21 18:07:13.370
5,4,3,8,0,8,0,6,2,1,6,1,4,1,4,2020-10-21 18:07:13.386
5,4,3,2,0,8,0,8,1,6,0,8,0,4,1,4,2020-10-21 18:07:13.403
5,2,2,8,1,1,2,0,4,0,6,1,2020-10-21 18:07:13.420
4,2,1,4,1,2,1,1,4,0,6,0,6,1,2020-10-21 18:07:13.437
3,6,0,8,1,2,0,8,1,0,4,1,1,2,2020-10-21 18:07:13.453
5,6,0,6,1,2,0,8,1,2,0,4,1,1,2,2020-10-21 18:07:13.470
4,4,1,1,1,1,0,8,1,2,1,2020-10-21 18:07:13.486
4,6,1,4,0,8,0,8,0,8,1,1,2,1,4,2020-10-21 18:07:13.503
4,6,1,6,0,8,0,6,0,8,0,8,1,2,1,2,2020-10-21 18:07:13.519
4,8,1,8,0,8,0,6,0,8,1,1,1,2,2020-10-21 18:07:13.536
4,2,1,8,0,8,0,4,0,6,1,2,0,8,1,2020-10-21 18:07:13.553
4,6,1,4,0,6,0,4,0,6,1,2,0,6,1,4,2020-10-21 18:07:13.570
5,8,1,2,1,0,6,0,8,1,2,0,8,1,2020-10-21 18:07:13.586
6,1,8,1,0,6,0,8,1,1,0,8,2020-10-21 18:07:13.603
7,8,1,8,0,8,0,6,1,1,1,0,8,2020-10-21 18:07:13.620
5,8,1,8,1,1,2,1,1,1,2,0,6,2020-10-21 18:07:13.636
5,2,2,1,4,1,2,0,8,0,6,1,2,0,4,2020-10-21 18:07:13.653
3,6,3,2,1,2,1,0,4,0,6,1,0,8,2020-10-21 18:07:13.670
3,6,2,4,1,4,1,2,0,4,0,6,0,8,1,4,2020-10-21 18:07:13.686
1,4,2,1,4,1,4,0,2,0,4,0,8,1,6,2020-10-21 18:07:13.703
1,8,2,1,2,1,0,4,0,4,1,1,8,2020-10-21 18:07:13.720
2,1,8,1,0,8,1,0,8,1,2,1,6,2020-10-21 18:07:13.737
2,0,4,0,8,1,1,2,0,8,1,1,6,2020-10-21 18:07:13.753
2,0,6,0,6,1,1,4,0,8,0,8,1,4,2020-10-21 18:07:13.770
1,8,0,6,0,6,0,8,1,6,0,8,0,8,1,2,2020-10-21 18:07:13.786
3,2,0,6,0,8,1,6,2,2,0,6,1,1,2,2020-10-21 18:07:13.804
4,4,0,8,0,8,1,8,1,8,0,8,0,8,1,4,2020-10-21 18:07:13.820
4,8,0,8,1,1,6,1,6,0,6,0,8,1,2020-10-21 18:07:13.837
